date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:52:49	89550/89550	---MCZ	200	added ('OK')	text/html	etag:W/%22608e3095f5932b242ef9b238079b8a65%22	https://www.redapt.com/blog/webinar-video-making-a-cost-effective-transition-to-the-cloud	C:/My%20Web%20Sites/att/www.redapt.com/blog/webinar-video-making-a-cost-effective-transition-to-the-cloud.html	(from https://www.redapt.com/capabilities/cloud-engineering/hybrid-cloud-implementation)
11:52:49	47448/47448	---MCZ	200	added ('OK')	text/html	etag:W/%2224e1ee7d47529d6ff29cb5708fea128c%22	https://www.redapt.com/blog/is-hybrid-cloud-storage-right-for-you-heres-what-to-consider	C:/My%20Web%20Sites/att/www.redapt.com/blog/is-hybrid-cloud-storage-right-for-you-heres-what-to-consider.html	(from https://www.redapt.com/capabilities/cloud-engineering/hybrid-cloud-implementation)
11:52:50	46477/46477	---MCZ	200	added ('OK')	text/html	etag:W/%22dd4f4dd4acfe04c28d820414965229ce%22	https://www.redapt.com/blog/making-a-smarter-transition-to-the-google-cloud-platform	C:/My%20Web%20Sites/att/www.redapt.com/blog/making-a-smarter-transition-to-the-google-cloud-platform.html	(from https://www.redapt.com/capabilities/cloud-engineering/hybrid-cloud-implementation)
11:52:50	45618/45618	---MCZ	200	added ('OK')	text/html	etag:W/%2281e55b839a50e4c810e22180531f35ff%22	https://www.redapt.com/blog/why-the-c-suite-should-adopt-cloud	C:/My%20Web%20Sites/att/www.redapt.com/blog/why-the-c-suite-should-adopt-cloud.html	(from https://www.redapt.com/capabilities/cloud-engineering/hybrid-cloud-implementation)
11:52:51	7729/7729	---M--	200	added ('OK')	image/png	etag:%221d2f163e12f05cef4f49cd23e244cd9f%22	https://cdn2.hubspot.net/hub/6151115/hubfs/Redapt%202019/logos/VMware_logo.png?length=500&name=VMware_logo.png	C:/My%20Web%20Sites/att/cdn2.hubspot.net/hub/6151115/hubfs/Redapt%202019/logos/VMware_logob734.png	(from https://www.redapt.com/capabilities/cloud-engineering/hybrid-cloud-implementation)
11:52:51	4007/4007	---M--	200	added ('OK')	image/png	etag:%225f79f34574a95ea52329a0e9b4350df4%22	https://cdn2.hubspot.net/hub/6151115/hubfs/netapp_logo.png?length=500&name=netapp_logo.png	C:/My%20Web%20Sites/att/cdn2.hubspot.net/hub/6151115/hubfs/netapp_logo3689.png	(from https://www.redapt.com/capabilities/cloud-engineering/hybrid-cloud-implementation)
11:52:52	260768/260768	---M--	200	added ('OK')	image/jpeg	etag:%224ff2f8ee5478e6b7878c61f29dece94f%22	https://cdn2.hubspot.net/hub/6151115/hubfs/_photography/app-and-data-migration.jpg?length=800&name=app-and-data-migration.jpg	C:/My%20Web%20Sites/att/cdn2.hubspot.net/hub/6151115/hubfs/_photography/app-and-data-migration29ee.jpg	(from https://www.redapt.com/capabilities/cloud-engineering/app-data-migration)
11:52:53	275932/275932	---M--	200	added ('OK')	image/jpeg	etag:%220f8b4a0f15687b54eb7b9b5eeb49c2e3%22	https://cdn2.hubspot.net/hub/6151115/hubfs/_photography/emerging-technology-integration.jpg?length=800&name=emerging-technology-integration.jpg	C:/My%20Web%20Sites/att/cdn2.hubspot.net/hub/6151115/hubfs/_photography/emerging-technology-integration45c2.jpg	(from https://www.redapt.com/capabilities/cloud-engineering/emerging-technology-integration)
11:52:53	8047/8047	---M--	200	added ('OK')	image/png	etag:%2243cb1da1716b882cf8a9c903a3cbfab9%22	https://cdn2.hubspot.net/hub/6151115/hubfs/Redapt%202019/logos/redapt-partner-logo_kubernetes.png?length=500&name=redapt-partner-logo_kubernetes.png	C:/My%20Web%20Sites/att/cdn2.hubspot.net/hub/6151115/hubfs/Redapt%202019/logos/redapt-partner-logo_kubernetes14b9.png	(from https://www.redapt.com/capabilities/cloud-engineering/emerging-technology-integration)
11:52:53	25584/25584	---M--	200	added ('OK')	image/jpeg	etag:%22ac052dfa736edebe31dc4057ab345ae1%22	https://cdn2.hubspot.net/hub/6151115/hubfs/_photography/cloud-native-apps.jpg?length=400&name=cloud-native-apps.jpg	C:/My%20Web%20Sites/att/cdn2.hubspot.net/hub/6151115/hubfs/_photography/cloud-native-apps9b6d.jpg	(from https://www.redapt.com/capabilities/business-transformation)
11:52:54	29343/29343	---M--	200	added ('OK')	image/jpeg	etag:%22288549b76885518aea4087a805c73e5c%22	https://cdn2.hubspot.net/hub/6151115/hubfs/_photography/advanced-data-and-analytics.jpg?length=400&name=advanced-data-and-analytics.jpg	C:/My%20Web%20Sites/att/cdn2.hubspot.net/hub/6151115/hubfs/_photography/advanced-data-and-analytics1b2b.jpg	(from https://www.redapt.com/capabilities/business-transformation)
11:52:55	74372/74372	---M--	200	added ('OK')	image/jpeg	etag:%221a5eae87a82410d75c4a3656b64b71ec%22	https://cdn2.hubspot.net/hub/6151115/hubfs/_photography/artificial-intelligence.jpg?length=400&name=artificial-intelligence.jpg	C:/My%20Web%20Sites/att/cdn2.hubspot.net/hub/6151115/hubfs/_photography/artificial-intelligence525c.jpg	(from https://www.redapt.com/capabilities/business-transformation)
11:52:55	36417/36417	---M--	200	added ('OK')	image/jpeg	etag:%22dd1fadc5dc24993ac9663e8c7a5e3f36%22	https://cdn2.hubspot.net/hub/6151115/hubfs/_photography/DevOps-enablement.jpg?length=400&name=DevOps-enablement.jpg	C:/My%20Web%20Sites/att/cdn2.hubspot.net/hub/6151115/hubfs/_photography/DevOps-enablement8673.jpg	(from https://www.redapt.com/capabilities/business-transformation)
11:52:56	26609/26609	---M--	200	added ('OK')	image/jpeg	etag:%223328fc207caa38163d68ecdcabc65b13%22	https://cdn2.hubspot.net/hub/6151115/hubfs/_photography/IoT-and-edge-solutions.jpg?length=400&name=IoT-and-edge-solutions.jpg	C:/My%20Web%20Sites/att/cdn2.hubspot.net/hub/6151115/hubfs/_photography/IoT-and-edge-solutions7dec.jpg	(from https://www.redapt.com/capabilities/business-transformation)
11:52:57	51461/51461	---M--	200	added ('OK')	image/jpeg	etag:%2200dd6caaa8a701ab93b34dd337eb3f53%22	https://f.hubspotusercontent10.net/hub/6151115/hubfs/_illustrations/security-governance_illustration.jpg?length=1200&name=security-governance_illustration.jpg	C:/My%20Web%20Sites/att/f.hubspotusercontent10.net/hub/6151115/hubfs/_illustrations/security-governance_illustratione9f3.jpg	(from https://www.redapt.com/capabilities/business-transformation)
11:52:59	41812/41812	---M--	200	added ('OK')	image/jpeg	etag:%227c87a0a8332f50bd27e801ff353f2555%22	https://cdn2.hubspot.net/hub/6151115/hubfs/_illustrations/workflow_redapt_illustration_1.jpg?length=1200&name=workflow_redapt_illustration_1.jpg	C:/My%20Web%20Sites/att/cdn2.hubspot.net/hub/6151115/hubfs/_illustrations/workflow_redapt_illustration_1adc5.jpg	(from https://www.redapt.com/capabilities/business-transformation)
11:53:01	49092/49092	---MCZ	200	added ('OK')	text/html	etag:W/%2219499ea0f9b9965ca0ed69b1f238abe1%22	https://www.redapt.com/blog/managing-ml-workflows-with-advanced-data-on-kubeflow	C:/My%20Web%20Sites/att/www.redapt.com/blog/managing-ml-workflows-with-advanced-data-on-kubeflow.html	(from https://www.redapt.com/capabilities/business-transformation)
11:53:01	229251/229251	---MCZ	200	added ('OK')	text/css	etag:W/%22e92acedb1c80a679748d8ba3b4cb60c2%22	https://www.redapt.com/hs-fs/hub/6151115/hub_generated/template_assets/1605079281940/combined-css-e92acedb1c80a679748d8ba3b4cb60c2.css	C:/My%20Web%20Sites/att/www.redapt.com/hs-fs/hub/6151115/hub_generated/template_assets/1605079281940/combined-css-e92acedb1c80a679748d8ba3b4cb60c2.css	(from https://www.redapt.com/capabilities/business-transformation/cloud-native-apps)
11:53:02	229348/229348	---M--	200	added ('OK')	image/jpeg	etag:%229bcfc1eb6ae546ef51e08ddc4d33d741%22	https://cdn2.hubspot.net/hub/6151115/hubfs/_photography/cloud-native-apps.jpg?length=800&name=cloud-native-apps.jpg	C:/My%20Web%20Sites/att/cdn2.hubspot.net/hub/6151115/hubfs/_photography/cloud-native-apps5cea.jpg	(from https://www.redapt.com/capabilities/business-transformation/cloud-native-apps)
11:53:02	52139/52139	---MCZ	200	added ('OK')	text/html	etag:W/%22ea59d04e2803ae917a5d59ebe5cded83%22	https://www.redapt.com/blog/adopting-cloud-native-heres-3-questions-you-need-to-answer-beforehand	C:/My%20Web%20Sites/att/www.redapt.com/blog/adopting-cloud-native-heres-3-questions-you-need-to-answer-beforehand.html	(from https://www.redapt.com/capabilities/business-transformation/cloud-native-apps)
11:53:03	54215/54215	---MCZ	200	added ('OK')	text/html	etag:W/%2285fd21924e3b8e3b36d9f90fd4dcc89c%22	https://www.redapt.com/blog/5-keys-to-successfully-launch-an-enterprise-kubernetes-service	C:/My%20Web%20Sites/att/www.redapt.com/blog/5-keys-to-successfully-launch-an-enterprise-kubernetes-service.html	(from https://www.redapt.com/capabilities/business-transformation/cloud-native-apps)
11:53:03	21356/21356	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Dec%202020%2006:23:03%20GMT	https://www.redapt.com/capabilities/business-transformation/POST	C:/My%20Web%20Sites/att/www.redapt.com/capabilities/business-transformation/POST	(from https://www.redapt.com/capabilities/business-transformation/cloud-native-apps)
11:53:04	244592/244592	---MCZ	200	added ('OK')	text/css	etag:W/%22ada9bb80295c18176311d7c3b84c6c0b%22	https://www.redapt.com/hs-fs/hub/6151115/hub_generated/template_assets/1605110602797/combined-css-ada9bb80295c18176311d7c3b84c6c0b.css	C:/My%20Web%20Sites/att/www.redapt.com/hs-fs/hub/6151115/hub_generated/template_assets/1605110602797/combined-css-ada9bb80295c18176311d7c3b84c6c0b.css	(from https://www.redapt.com/capabilities/business-transformation/advanced-data-and-analytics)
11:53:05	264277/264277	---M--	200	added ('OK')	image/jpeg	etag:%222dacda67ecf8b6b737b0621689c42d3a%22	https://cdn2.hubspot.net/hub/6151115/hubfs/_photography/advanced-data-and-analytics.jpg?length=800&name=advanced-data-and-analytics.jpg	C:/My%20Web%20Sites/att/cdn2.hubspot.net/hub/6151115/hubfs/_photography/advanced-data-and-analyticsa4b1.jpg	(from https://www.redapt.com/capabilities/business-transformation/advanced-data-and-analytics)
11:53:05	41514/41514	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Dec%202020%2006:23:05%20GMT	https://www.redapt.com/offerings/rapid-data-platform-modernization	C:/My%20Web%20Sites/att/www.redapt.com/offerings/rapid-data-platform-modernization.html	(from https://www.redapt.com/capabilities/business-transformation/advanced-data-and-analytics)
11:53:05	47302/47302	---MCZ	200	added ('OK')	text/html	etag:W/%22616aa1ebc3bd9d52ec6ad5850b45fffe%22	https://www.redapt.com/blog/building-a-modern-data-platform-on-gcp	C:/My%20Web%20Sites/att/www.redapt.com/blog/building-a-modern-data-platform-on-gcp.html	(from https://www.redapt.com/capabilities/business-transformation/advanced-data-and-analytics)
11:53:06	50074/50074	---MCZ	200	added ('OK')	text/html	etag:W/%2272de885ad1c7d1e6b457e6d0378f1fc2%22	https://www.redapt.com/blog/designing-infrastructure-to-leverage-compute-and-storage-for-data-analytics	C:/My%20Web%20Sites/att/www.redapt.com/blog/designing-infrastructure-to-leverage-compute-and-storage-for-data-analytics.html	(from https://www.redapt.com/capabilities/business-transformation/advanced-data-and-analytics)
11:53:06	48141/48141	---MCZ	200	added ('OK')	text/html	etag:W/%228126e0563abb80315dceea9f3701bc06%22	https://www.redapt.com/blog/new-resource-designing-high-performance-data-infrastructure-for-ai	C:/My%20Web%20Sites/att/www.redapt.com/blog/new-resource-designing-high-performance-data-infrastructure-for-ai.html	(from https://www.redapt.com/capabilities/business-transformation/advanced-data-and-analytics)
11:53:07	51477/51477	---MCZ	200	added ('OK')	text/html	etag:W/%225ba9364818403d7ed3ec2bb2ad863707%22	https://www.redapt.com/blog/how-the-shift-to-remote-work-has-affected-data-protection-needs	C:/My%20Web%20Sites/att/www.redapt.com/blog/how-the-shift-to-remote-work-has-affected-data-protection-needs.html	(from https://www.redapt.com/capabilities/business-transformation/advanced-data-and-analytics)
11:53:07	13647/13647	---M--	200	added ('OK')	image/png	etag:%22fca9c4b8c3daa85e0bdde39499037d82%22	https://cdn2.hubspot.net/hub/6151115/hubfs/Redapt%202019/logos/databricks-logo.png?length=500&name=databricks-logo.png	C:/My%20Web%20Sites/att/cdn2.hubspot.net/hub/6151115/hubfs/Redapt%202019/logos/databricks-logoe421.png	(from https://www.redapt.com/capabilities/business-transformation/advanced-data-and-analytics)
11:53:08	14429/14429	---M--	200	added ('OK')	image/png	etag:%22fb1b4065192384a883a6b776fc25b402%22	https://cdn2.hubspot.net/hub/6151115/hubfs/Redapt%202019/logos/snowflake_logo.png?length=500&name=snowflake_logo.png	C:/My%20Web%20Sites/att/cdn2.hubspot.net/hub/6151115/hubfs/Redapt%202019/logos/snowflake_logo24ec.png	(from https://www.redapt.com/capabilities/business-transformation/advanced-data-and-analytics)
11:53:08	19031/19031	---M--	200	added ('OK')	image/jpeg	etag:%22d6a0826c11b6bb963be7536dfe837181%22	https://cdn2.hubspot.net/hub/6151115/hubfs/_illustrations/ai_1920x1080_redapt_1.jpg?length=800&name=ai_1920x1080_redapt_1.jpg	C:/My%20Web%20Sites/att/cdn2.hubspot.net/hub/6151115/hubfs/_illustrations/ai_1920x1080_redapt_11f9b.jpg	(from https://www.redapt.com/capabilities/business-transformation/artificial-intelligence)
11:53:08	70009/70009	---M--	200	added ('OK')	image/png	etag:%227dbc3c8a6196db8c5981b8b9c1c12a03%22	https://cdn2.hubspot.net/hub/6151115/hubfs/ai-campaign_mockup_v02.png?height=400&name=ai-campaign_mockup_v02.png	C:/My%20Web%20Sites/att/cdn2.hubspot.net/hub/6151115/hubfs/ai-campaign_mockup_v023664.png	(from https://www.redapt.com/capabilities/business-transformation/artificial-intelligence)
11:53:10	48603/48603	---MCZ	200	added ('OK')	text/html	etag:W/%22787c3b0ce86fc74884cdafeb0d06d8cf%22	https://www.redapt.com/blog/google-cloud-for-startups	C:/My%20Web%20Sites/att/www.redapt.com/blog/google-cloud-for-startups.html	(from https://www.redapt.com/capabilities/business-transformation/artificial-intelligence)
11:53:11	69066/69066	---MCZ	200	added ('OK')	text/html	etag:W/%22324d8ce3f8f8388e891153c5d5c079d1%22	https://www.redapt.com/blog/webinar-video-the-redapt-ml-accelerator	C:/My%20Web%20Sites/att/www.redapt.com/blog/webinar-video-the-redapt-ml-accelerator.html	(from https://www.redapt.com/capabilities/business-transformation/artificial-intelligence)
11:53:11	2543/2543	---M--	200	added ('OK')	image/png	etag:%22a22dcac07001568b1a896971ee6be922%22	https://cdn2.hubspot.net/hub/6151115/hubfs/Redapt%202019/logos/xilinx_logo.png?length=500&name=xilinx_logo.png	C:/My%20Web%20Sites/att/cdn2.hubspot.net/hub/6151115/hubfs/Redapt%202019/logos/xilinx_logo3602.png	(from https://www.redapt.com/capabilities/business-transformation/artificial-intelligence)
11:53:12	229251/229251	---MCZ	200	added ('OK')	text/css	etag:W/%22e92acedb1c80a679748d8ba3b4cb60c2%22	https://www.redapt.com/hs-fs/hub/6151115/hub_generated/template_assets/1605121298680/combined-css-e92acedb1c80a679748d8ba3b4cb60c2.css	C:/My%20Web%20Sites/att/www.redapt.com/hs-fs/hub/6151115/hub_generated/template_assets/1605121298680/combined-css-e92acedb1c80a679748d8ba3b4cb60c2.css	(from https://www.redapt.com/capabilities/business-transformation/devops-enablement)
11:53:12	78305/78305	---M--	200	added ('OK')	image/jpeg	etag:%22436a88c2d34e4c60d702173273b75bf3%22	https://cdn2.hubspot.net/hub/6151115/hubfs/_photography/DevOps-enablement.jpg?length=800&name=DevOps-enablement.jpg	C:/My%20Web%20Sites/att/cdn2.hubspot.net/hub/6151115/hubfs/_photography/DevOps-enablement2300.jpg	(from https://www.redapt.com/capabilities/business-transformation/devops-enablement)
11:53:13	134929/134929	---M--	200	added ('OK')	image/png	etag:%2206e0fba8beb46d53a000f816b010e73e%22	https://f.hubspotusercontent10.net/hub/6151115/hubfs/redapt-guide-mockup_devops_resized.png?height=400&name=redapt-guide-mockup_devops_resized.png	C:/My%20Web%20Sites/att/f.hubspotusercontent10.net/hub/6151115/hubfs/redapt-guide-mockup_devops_resized59e0.png	(from https://www.redapt.com/capabilities/business-transformation/devops-enablement)
11:53:14	294973/294973	---M--	200	added ('OK')	image/jpeg	etag:%22aa67604c56f9993ae96ad4c6e9c0ad18%22	https://cdn2.hubspot.net/hub/6151115/hubfs/_photography/IoT-and-edge-solutions.jpg?length=800&name=IoT-and-edge-solutions.jpg	C:/My%20Web%20Sites/att/cdn2.hubspot.net/hub/6151115/hubfs/_photography/IoT-and-edge-solutions46f4.jpg	(from https://www.redapt.com/capabilities/business-transformation/iot-and-edge-solutions)
11:53:14	229149/229149	---MCZ	200	added ('OK')	text/css	etag:W/%228c2330e81e45e64953b412f1baa85a51%22	https://www.redapt.com/hs-fs/hub/6151115/hub_generated/template_assets/1605121311962/combined-css-8c2330e81e45e64953b412f1baa85a51.css	C:/My%20Web%20Sites/att/www.redapt.com/hs-fs/hub/6151115/hub_generated/template_assets/1605121311962/combined-css-8c2330e81e45e64953b412f1baa85a51.css	(from https://www.redapt.com/results)
11:53:15	20652/20652	---MCZ	200	added ('OK')	text/xml	date:Wed,%2023%20Dec%202020%2006:23:15%20GMT	https://www.redapt.com/results/rss.xml	C:/My%20Web%20Sites/att/www.redapt.com/results/rss.xml	(from https://www.redapt.com/results)
11:53:15	42344/42344	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Dec%202020%2006:23:15%20GMT	https://www.redapt.com/results/page/2	C:/My%20Web%20Sites/att/www.redapt.com/results/page/2.html	(from https://www.redapt.com/results)
11:53:15	68034/68034	---M--	200	added ('OK')	image/jpeg	etag:%223a778da7d860ae472bb4e047e55613b0%22	https://cdn2.hubspot.net/hub/6151115/hubfs/hero-image-redapt-new-1.jpg?width=1400&height=1400&length=1400&name=hero-image-redapt-new-1.jpg	C:/My%20Web%20Sites/att/cdn2.hubspot.net/hub/6151115/hubfs/hero-image-redapt-new-151c4.jpg	(from https://www.redapt.com/results)
11:53:16	42360/42360	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Dec%202020%2006:23:16%20GMT	https://www.redapt.com/results/tag/cloud-adoption	C:/My%20Web%20Sites/att/www.redapt.com/results/tag/cloud-adoption.html	(from https://www.redapt.com/results)
11:53:17	42760/42760	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Dec%202020%2006:23:17%20GMT	https://www.redapt.com/results/tag/data-analytics	C:/My%20Web%20Sites/att/www.redapt.com/results/tag/data-analytics.html	(from https://www.redapt.com/results)
11:53:17	43116/43116	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Dec%202020%2006:23:17%20GMT	https://www.redapt.com/results/tag/workplace-modernization	C:/My%20Web%20Sites/att/www.redapt.com/results/tag/workplace-modernization.html	(from https://www.redapt.com/results)
11:53:18	38290/38290	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Dec%202020%2006:23:18%20GMT	https://www.redapt.com/results/tag/amazon-web-services-aws	C:/My%20Web%20Sites/att/www.redapt.com/results/tag/amazon-web-services-aws.html	(from https://www.redapt.com/results)
11:53:18	38196/38196	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Dec%202020%2006:23:18%20GMT	https://www.redapt.com/results/tag/devops	C:/My%20Web%20Sites/att/www.redapt.com/results/tag/devops.html	(from https://www.redapt.com/results)
11:53:19	36806/36806	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Dec%202020%2006:23:19%20GMT	https://www.redapt.com/results/tag/google-cloud-platform-gcp	C:/My%20Web%20Sites/att/www.redapt.com/results/tag/google-cloud-platform-gcp.html	(from https://www.redapt.com/results)
11:53:20	36550/36550	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Dec%202020%2006:23:19%20GMT	https://www.redapt.com/results/tag/kubernetes	C:/My%20Web%20Sites/att/www.redapt.com/results/tag/kubernetes.html	(from https://www.redapt.com/results)
11:53:20	36044/36044	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Dec%202020%2006:23:20%20GMT	https://www.redapt.com/results/tag/dell-emc	C:/My%20Web%20Sites/att/www.redapt.com/results/tag/dell-emc.html	(from https://www.redapt.com/results)
11:53:21	36174/36174	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Dec%202020%2006:23:21%20GMT	https://www.redapt.com/results/tag/enterprise-infrastructure	C:/My%20Web%20Sites/att/www.redapt.com/results/tag/enterprise-infrastructure.html	(from https://www.redapt.com/results)
11:53:22	35820/35820	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Dec%202020%2006:23:21%20GMT	https://www.redapt.com/results/tag/microsoft-azure	C:/My%20Web%20Sites/att/www.redapt.com/results/tag/microsoft-azure.html	(from https://www.redapt.com/results)
11:53:22	34652/34652	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Dec%202020%2006:23:22%20GMT	https://www.redapt.com/results/tag/ai-ml	C:/My%20Web%20Sites/att/www.redapt.com/results/tag/ai-ml.html	(from https://www.redapt.com/results)
11:53:23	33586/33586	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Dec%202020%2006:23:23%20GMT	https://www.redapt.com/results/tag/featured	C:/My%20Web%20Sites/att/www.redapt.com/results/tag/featured.html	(from https://www.redapt.com/results)
11:53:23	33761/33761	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Dec%202020%2006:23:23%20GMT	https://www.redapt.com/results/tag/managed-services	C:/My%20Web%20Sites/att/www.redapt.com/results/tag/managed-services.html	(from https://www.redapt.com/results)
11:53:24	32521/32521	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Dec%202020%2006:23:24%20GMT	https://www.redapt.com/results/tag/code-development	C:/My%20Web%20Sites/att/www.redapt.com/results/tag/code-development.html	(from https://www.redapt.com/results)
11:53:24	32712/32712	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Dec%202020%2006:23:24%20GMT	https://www.redapt.com/results/tag/intel	C:/My%20Web%20Sites/att/www.redapt.com/results/tag/intel.html	(from https://www.redapt.com/results)
11:53:25	32615/32615	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Dec%202020%2006:23:25%20GMT	https://www.redapt.com/results/tag/rancher	C:/My%20Web%20Sites/att/www.redapt.com/results/tag/rancher.html	(from https://www.redapt.com/results)
11:53:26	32764/32764	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Dec%202020%2006:23:25%20GMT	https://www.redapt.com/results/tag/security-governance	C:/My%20Web%20Sites/att/www.redapt.com/results/tag/security-governance.html	(from https://www.redapt.com/results)
11:53:26	520767/520767	---M--	200	added ('OK')	image/jpeg	etag:%22fd88a3891a5161687337e2eaa19c8044%22	https://f.hubspotusercontent10.net/hub/6151115/hubfs/_photography/database-structure.jpeg?height=1400&name=database-structure.jpeg	C:/My%20Web%20Sites/att/f.hubspotusercontent10.net/hub/6151115/hubfs/_photography/database-structuree83c.jpg	(from https://www.redapt.com/results)
11:53:27	205818/205818	---M--	200	added ('OK')	image/jpeg	etag:%22120f072b6881afc4235e9a70408cea13%22	https://f.hubspotusercontent10.net/hub/6151115/hubfs/AdobeStock_89750085.jpeg?height=1400&name=AdobeStock_89750085.jpeg	C:/My%20Web%20Sites/att/f.hubspotusercontent10.net/hub/6151115/hubfs/AdobeStock_89750085fb53.jpg	(from https://www.redapt.com/results)
11:53:28	304170/304170	---M--	200	added ('OK')	image/jpeg	etag:%226aa4c1bd303f22b7b159532ce5c13eef%22	https://cdn2.hubspot.net/hub/6151115/hubfs/_photography/Restaurant_Dinner_Table.jpeg?height=1400&name=Restaurant_Dinner_Table.jpeg	C:/My%20Web%20Sites/att/cdn2.hubspot.net/hub/6151115/hubfs/_photography/Restaurant_Dinner_Table6642.jpg	(from https://www.redapt.com/results)
11:53:28	37801/37801	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Dec%202020%2006:23:28%20GMT	https://www.redapt.com/results/maintaining-high-security-while-increasing-mobility-and-flexibility	C:/My%20Web%20Sites/att/www.redapt.com/results/maintaining-high-security-while-increasing-mobility-and-flexibility.html	(from https://www.redapt.com/results)
11:53:29	828237/828237	---M--	200	added ('OK')	image/jpeg	etag:%22ef7ddf969eff773d6bc706a89f02f747%22	https://cdn2.hubspot.net/hub/6151115/hubfs/_photography/Earth_In_Space_Network.jpeg?height=1400&name=Earth_In_Space_Network.jpeg	C:/My%20Web%20Sites/att/cdn2.hubspot.net/hub/6151115/hubfs/_photography/Earth_In_Space_Network66e0.jpg	(from https://www.redapt.com/results)
11:53:29	38238/38238	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Dec%202020%2006:23:29%20GMT	https://www.redapt.com/results/breaking-down-data-silos	C:/My%20Web%20Sites/att/www.redapt.com/results/breaking-down-data-silos.html	(from https://www.redapt.com/results)
11:53:30	491167/491167	---M--	200	added ('OK')	image/jpeg	etag:%22da119e235f5f03285210552dd4494b37%22	https://cdn2.hubspot.net/hub/6151115/hubfs/_photography/lumber-header.jpg?height=1400&name=lumber-header.jpg	C:/My%20Web%20Sites/att/cdn2.hubspot.net/hub/6151115/hubfs/_photography/lumber-header2415.jpg	(from https://www.redapt.com/results)
11:53:30	37494/37494	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Dec%202020%2006:23:30%20GMT	https://www.redapt.com/results/make-better-decisions-with-smarter-business-intelligence	C:/My%20Web%20Sites/att/www.redapt.com/results/make-better-decisions-with-smarter-business-intelligence.html	(from https://www.redapt.com/results)
11:53:31	219262/219262	---M--	200	added ('OK')	image/jpeg	etag:%224f238ec9203164c8cfd69dc082e9ddc1%22	https://cdn2.hubspot.net/hub/6151115/hubfs/_photography/men-using-laptop-.jpg?height=1400&name=men-using-laptop-.jpg	C:/My%20Web%20Sites/att/cdn2.hubspot.net/hub/6151115/hubfs/_photography/men-using-laptop-8a06.jpg	(from https://www.redapt.com/results)
11:53:31	40972/40972	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Dec%202020%2006:23:31%20GMT	https://www.redapt.com/results/modernized-customer-service-platform-revolutionizes-tenant-services	C:/My%20Web%20Sites/att/www.redapt.com/results/modernized-customer-service-platform-revolutionizes-tenant-services.html	(from https://www.redapt.com/results)
11:53:32	475026/475026	---M--	200	added ('OK')	image/jpeg	etag:%22fe3a42ee3436661de94b57e96918ab54%22	https://cdn2.hubspot.net/hub/6151115/hubfs/PropertyManagment.jpeg?height=1400&name=PropertyManagment.jpeg	C:/My%20Web%20Sites/att/cdn2.hubspot.net/hub/6151115/hubfs/PropertyManagment2985.jpg	(from https://www.redapt.com/results)
11:53:32	37928/37928	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Dec%202020%2006:23:32%20GMT	https://www.redapt.com/results/anthos-at-the-edge	C:/My%20Web%20Sites/att/www.redapt.com/results/anthos-at-the-edge.html	(from https://www.redapt.com/results)
11:53:33	401598/401598	---M--	200	added ('OK')	image/jpeg	etag:%222c978b0990fcee1d3e9ff8ab43b58d32%22	https://cdn2.hubspot.net/hub/6151115/hubfs/_photography/pos-checkout-paying_header.jpg?height=1400&name=pos-checkout-paying_header.jpg	C:/My%20Web%20Sites/att/cdn2.hubspot.net/hub/6151115/hubfs/_photography/pos-checkout-paying_headerbf81.jpg	(from https://www.redapt.com/results)
11:53:33	39051/39051	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Dec%202020%2006:23:33%20GMT	https://www.redapt.com/results/scaling-cloud-infrastructure-to-expand-within-larger-markets	C:/My%20Web%20Sites/att/www.redapt.com/results/scaling-cloud-infrastructure-to-expand-within-larger-markets.html	(from https://www.redapt.com/results)
